pl_name,radius,mass,orbital_period,eccentricity,star_name,star_mass,star_radius,star_teff,star_distance,ra,dec,discovered,detection_type,eq_temperature,star_spectype,star_metallicity,star_gaia_magnitude
kepler-1041 b,2.59,,24.7576421,0.0,Kepler-1041,1.043,0.966,6106.0,1485.82,293.8817361,49.6831419,2016.0,Transit,644.0,,-0.16,14.4422
kepler-1042 b,,,10.1320240956,,Kepler-1042,,,,,288.6689428,39.8239935,2016.0,Transit,,,,15.6716
kepler-1043 b,,,38.5050133836,,Kepler-1043,1.02,0.939367,5710.0,903.332,281.6629579,47.5685927,2016.0,Transit,,,,14.7617
kepler-1044 b,,,6.7741029393,,Kepler-1044,1.05,1.01944,5819.58,1278.96,293.1444017,46.6662155,2016.0,Transit,,,-0.0998,15.3061
kepler-1045 b,2.69,,26.41045478,,Kepler-1045,0.86,0.82,5301.0,942.485,284.1832668,45.0740897,2016.0,Transit,,,-0.03,15.549
kepler-1046 b,2.05,,14.37504582,0.0,Kepler-1046,1.023,1.053,5931.0,721.534,296.7558056,46.9982799,2016.0,Transit,786.0,,0.0,13.2479
kepler-1047 b,1.79,,56.1886887,0.0,Kepler-1047,0.98,0.958,5798.0,817.647,288.6462564,50.7889645,2016.0,Transit,468.0,,-0.02,13.3291
kepler-1047 c,1.368,,,,Kepler-1047,,1.645,5659.0,817.647,288.6462564,50.7889645,2016.0,Transit,,,,13.3291
kepler-1048 b,1.67,,6.921029,0.0,Kepler-1048,0.641,0.612,4557.0,556.006,281.8983042,42.1657112,2016.0,Transit,637.0,,,14.8444
kepler-1049 b,0.87,,3.273460736,0.0,Kepler-1049,0.464,0.455,3809.0,162.006,287.3469567,47.7729078,2016.0,Transit,620.0,,-0.4,14.1559
kepler-105 b,2.802,,,,Kepler-105,,1.036,5933.0,459.223,287.8872376,46.2761224,2013.0,Transit,,,,12.8025
kepler-105 c,,,7.12594387,,Kepler-105,1.09,1.05138,5950.98,459.223,287.8872376,46.2761224,2014.0,Transit,,,-0.148,12.8025
kepler-1050 b,1.51,,15.3791,0.0,Kepler-1050,1.034,1.05,6064.0,490.488,282.9249847,48.6264015,2016.0,Transit,785.0,,,13.0723
kepler-1050 c,,,21.1285655,,Kepler-1050,1.06,1.03426,5870.68,490.488,282.9249847,48.6264015,2016.0,Transit,,,0.1347,13.0723
kepler-1051 b,3.25,,25.96190067,0.0,Kepler-1051,1.337,1.729,6369.0,829.343,295.1581062,40.8988186,2016.0,Transit,850.0,,0.06,13.1159
kepler-1052 b,2.93,,34.8538276,,Kepler-1052,1.03,1.03,5888.0,943.444,295.34273,46.6022134,2016.0,Transit,,,0.0,14.8614
kepler-1052 c,2.36800003,,180.9259949,,Kepler-1052,0.937,0.848,5818.0,943.444,295.34273,46.6022134,2023.0,Transit,,,-0.22,14.8614
kepler-1053 b,0.78,,2.414351654,0.0,Kepler-1053,0.531,0.542,4182.0,151.129,291.4186349,39.1273664,2016.0,Transit,803.0,,-0.58,13.2088
kepler-1054 b,2.689,,,,Kepler-1054,,1.423,5909.0,1090.51,290.6011085,44.5563604,2016.0,Transit,,,,14.085
kepler-1055 b,1.127,,2.295036233,,Kepler-1055,0.951,0.862,5682.0,389.397,290.4867838,44.932541,2016.0,Transit,,,0.06,13.0728
kepler-1056 b,2.6,,27.4954,0.0,Kepler-1056,0.901,1.03,5707.0,982.51,299.5259832,46.8992561,2016.0,Transit,617.0,,,14.5601
kepler-1057 b,,,14.08826442,,Kepler-1057,1.11,0.915006,6014.0,1201.82,297.4521311,41.5580816,2016.0,Transit,,,,15.6076
kepler-1058 b,,,110.96346088,,Kepler-1058,,,4517.79,491.997,294.5956256,45.8750556,2016.0,Transit,,,-0.2454,15.5037
kepler-1059 b,1.74,,3.764191048,0.0,Kepler-1059,0.814,0.728,5065.0,713.167,289.2202147,41.7064385,2016.0,Transit,909.0,,-0.14,15.4894
kepler-106 b,0.85,,6.16491696,0.0,Kepler-106,0.944,1.029,5881.0,444.322,300.864006,44.3375497,2014.0,Transit,1035.0,,-0.16,12.8391
kepler-106 c,,,13.57078354,,Kepler-106,1.068,1.0568,5888.0,444.322,300.864006,44.3375497,2014.0,Transit,,,-0.11,12.8391
kepler-106 d,0.99,,23.9802348,0.0,Kepler-106,0.944,1.029,5881.0,444.322,300.864006,44.3375497,2014.0,Transit,658.0,,-0.16,12.8391
kepler-106 e,2.87,,43.84439721,0.0,Kepler-106,0.951,1.012,5854.0,444.322,300.864006,44.3375497,2014.0,Transit,531.0,,-0.12,12.8391
kepler-1060 b,2.38,,46.8779367,,Kepler-1060,0.99,0.99,5797.0,946.565,286.0252285,39.6309204,2016.0,Transit,,,-0.03,14.6366
kepler-1061 b,1.69,,2.757977384,0.0,Kepler-1061,0.994,1.0,5919.0,543.375,296.2300306,50.2752091,2016.0,Transit,1332.0,,-0.08,13.2037
kepler-1062 b,,,9.30413878,,Kepler-1062,0.69,0.780338,4412.0,397.455,283.8994187,41.221594,2016.0,Transit,,,,14.8053
kepler-1063 b,,,14.07969236,,Kepler-1063,,,5571.73,343.226,290.5267975,38.1428283,2016.0,Transit,,,0.2231,
kepler-1064 b,,,16.5407747817,,Kepler-1064,,,5079.48,,291.7415821,37.6888103,2016.0,Transit,,,-0.0292,13.7409
kepler-1065 b,3.73,,3.609308907,,Kepler-1065,0.94,0.93,5635.0,1122.48,294.511319,38.7904648,2016.0,Transit,,,-0.01,15.5016
kepler-1065 c,1.29,,2.3702932,0.0,Kepler-1065,0.963,0.868,5668.0,1122.48,294.511319,38.7904648,2016.0,Transit,1256.0,,-0.02,15.5016
kepler-1066 b,,,1.93155546,,Kepler-1066,0.98,0.865904,5560.36,344.251,298.866621,46.5022325,2016.0,Transit,,,0.111,13.0239
kepler-1067 b,0.734,,,,Kepler-1067,,0.911,5584.0,667.693,285.3873706,45.0490265,2016.0,Transit,,,,14.2726
kepler-1067 c,1.33,,5.42587228,0.0,Kepler-1067,0.908,0.827,5614.0,667.693,285.3873706,45.0490265,2021.0,Transit,931.0,,-0.14,14.2726
kepler-1068 b,3.63,,16.92344113,0.0,Kepler-1068,1.117,1.012,6063.0,1473.61,294.6481708,46.3923173,2016.0,Transit,735.0,,0.07,15.8316
kepler-1069 b,2.636,,23.8990296,,Kepler-1069,1.064,1.572,5579.0,695.967,290.9792378,47.9889097,2016.0,Transit,,,0.23,13.098
kepler-107 b,,,3.180027898,,Kepler-107,1.04,1.50416,5805.0,525.997,297.028162,48.2086019,2014.0,Transit,,,,12.4627
kepler-107 c,1.7,,4.90144976,0.0,Kepler-107,1.113,1.402,5847.0,525.997,297.028162,48.2086019,2014.0,Transit,1262.0,,0.26,12.4627
kepler-107 d,1.06,,7.95825328,0.0,Kepler-107,1.113,1.402,5847.0,525.997,297.028162,48.2086019,2014.0,Transit,1074.0,,0.26,12.4627
kepler-107 e,2.92,,14.749176,0.02,Kepler-107,1.04,1.50416,5805.0,525.997,297.028162,48.2086019,2014.0,Transit,,,,12.4627
kepler-1070 b,1.572,,6.2216147,,Kepler-1070,1.06,1.189,6090.0,939.001,293.1953923,49.316541,2016.0,Transit,,,-0.05,13.913
kepler-1071 b,1.47,,6.1799844,0.0,Kepler-1071,0.528,0.492,4932.0,1042.27,293.0579794,45.2487472,2016.0,Transit,661.0,,-2.5,15.8291
kepler-1072 b,1.63,,1.569066502,,Kepler-1072,1.116,1.32,6004.0,982.716,292.0443891,46.3289723,2016.0,Transit,,,0.09,13.842
kepler-1073 b,1.95,,8.67888593,0.0,Kepler-1073,0.91,0.833,5741.0,809.897,294.1527259,38.2330886,2016.0,Transit,816.0,,-0.24,14.5317
kepler-1073 c,1.79,,4.02582434,0.0,Kepler-1073,0.924,1.116,5509.0,809.897,294.1527259,38.2330886,2016.0,Transit,1169.0,,0.16,14.5317
kepler-1073 d,1.16,,2.50475882,0.0,Kepler-1073,0.91,0.833,5741.0,809.897,294.1527259,38.2330886,2021.0,Transit,1235.0,,-0.24,14.5317
kepler-1074 b,1.16,,5.94566534,0.0,Kepler-1074,0.559,0.537,3900.0,250.817,284.4766869,46.2526781,2016.0,Transit,548.0,,-0.1,15.0056
kepler-1075 b,1.11,,1.523732,0.0,Kepler-1075,0.546,0.522,4048.0,291.275,287.5011404,47.4691157,2016.0,Transit,890.0,,,15.3697
kepler-1076 b,,,6.14728341,,Kepler-1076,,0.730658,4871.59,,287.5902594,51.0606047,2016.0,Transit,,,-0.0909,12.9489
kepler-1077 b,2.64,,34.3511874,0.0,Kepler-1077,1.045,0.967,6091.0,1101.42,291.0336333,42.2678448,2016.0,Transit,576.0,,-0.14,14.9984
kepler-1078 b,1.9,,3.00725242,,Kepler-1078,0.94,0.92,5612.0,2481.71,293.2005664,43.0500379,2016.0,Transit,,,-0.01,15.6075
kepler-1079 b,3.14,,13.24503188,0.0,Kepler-1079,1.416,2.541,5750.0,591.098,299.5495794,45.7696769,2016.0,Transit,1152.0,,0.38,
kepler-108 b,9.56,,49.18354,0.22,Kepler-108,,,5584.26,338.732,294.5589885,46.0623952,2014.0,Transit,,,0.3261,13.0843
kepler-108 c,8.15,,190.3216564,0.0,Kepler-108,1.377,2.192,5854.0,338.732,294.5589885,46.0623952,2014.0,Transit,449.0,,0.31,13.0843
kepler-1080 b,,,77.2550726,,Kepler-1080,1.37,2.07388,6578.02,1382.82,296.4644914,49.1828952,2016.0,Transit,,,0.196,13.4086
kepler-1081 b,0.93,,3.85690686,0.0,Kepler-1081,0.902,0.813,5272.0,420.215,289.444752,41.3179652,2016.0,Transit,972.0,,0.12,13.7114
kepler-1082 b,0.8,,1.543206604,0.0,Kepler-1082,0.929,0.835,6081.0,739.557,289.3586737,50.5984489,2016.0,Transit,1535.0,,-0.5,13.3417
kepler-1083 b,,,33.4176226408,,Kepler-1083,0.81,0.792249,4939.0,902.633,283.1618831,45.198336,2016.0,Transit,,,,15.8498
kepler-1084 b,1.42,,2.053352,0.0,Kepler-1084,1.24,1.54,6422.0,405.533,290.1019809,48.251146,2016.0,Transit,1904.0,,,12.1577
kepler-1085 b,6.228,,,,Kepler-1085,,1.031,5856.0,1364.53,287.4776359,46.1411685,2016.0,Transit,,,,15.2469
kepler-1085 c,3.26817741,,56.7771,,Kepler-1085,1.05,1.0783,5816.0,1364.53,287.4776359,46.1411685,2020.0,Transit,,,,15.2469
kepler-1086 b,2.27,,18.78425728,0.0,Kepler-1086,0.624,0.612,4137.0,466.084,295.251187,45.8429537,2016.0,Transit,415.0,,0.0,15.5551
kepler-1086 c,,,161.515617,,Kepler-1086,0.7,0.615523,4484.48,466.084,295.251187,45.8429537,2016.0,Transit,,,0.3097,15.5551
kepler-1087 b,0.83,,0.693842661,0.0,Kepler-1087,0.903,1.196,5457.0,362.623,294.9789253,46.0056741,2016.0,Transit,2161.0,,0.14,12.9007
kepler-1088 b,,,23.1274171,,Kepler-1088,1.06,1.07453,5864.52,280.629,281.5614578,42.4504087,2016.0,Transit,,,-0.0204,11.778
kepler-1089 b,1.69,,5.132486123,0.0,Kepler-1089,0.619,0.578,3879.0,259.328,291.0926509,49.1901729,2016.0,Transit,584.0,,0.32,15.5982
kepler-109 b,2.29,,6.481628092,0.0,Kepler-109,1.039,1.323,5952.0,474.861,290.3926795,40.2849074,2014.0,Transit,1150.0,,-0.08,12.2955
kepler-109 c,2.5,,21.22258525,0.0,Kepler-109,1.039,1.323,5952.0,474.861,290.3926795,40.2849074,2014.0,Transit,774.0,,-0.08,12.2955
kepler-1090 b,2.25,,198.680179,,Kepler-1090,0.86,0.82,5321.0,858.77,295.6629002,44.5258237,2016.0,Transit,,,-0.04,14.9963
kepler-1090 c,,,42.42685448,,Kepler-1090,0.89,1.03475,5217.0,858.77,295.6629002,44.5258237,2021.0,Transit,,,,14.9963
kepler-1091 b,1.09,,1.434741564,0.0,Kepler-1091,0.81,0.754,5672.0,914.299,299.7854426,43.6707235,2016.0,Transit,1426.0,,-0.52,14.7151
kepler-1092 b,2.07,,58.6017925,,Kepler-1092,0.99,1.0,5862.0,981.233,297.7232008,47.1126833,2016.0,Transit,,,-0.09,14.6163
kepler-1093 b,,,25.08282784,,Kepler-1093,1.26,1.40659,6343.61,1072.88,284.9780251,41.4202077,2016.0,Transit,,,-0.1417,13.8084
kepler-1093 c,2.08,,89.722292,0.0,Kepler-1093,1.011,1.262,6429.0,1072.88,284.9780251,41.4202077,2016.0,Transit,508.0,,-0.46,13.8084
kepler-1094 b,2.65,,78.1000231,0.0,Kepler-1094,1.065,0.993,6153.0,1291.01,292.3012109,38.2669983,2016.0,Transit,447.0,,-0.14,14.9607
kepler-1095 b,1.29,,4.271024,0.0,Kepler-1095,1.03,0.93,5983.0,792.522,293.2624215,41.3650155,2016.0,Transit,1115.0,,,14.5261
kepler-1096 b,1.31,,2.892216772,0.0,Kepler-1096,0.625,0.615,4229.0,377.976,294.7094688,45.9695533,2016.0,Transit,794.0,,-0.12,15.0615
kepler-1097 b,3.6,,187.7465,0.0,Kepler-1097,0.81,0.83,5323.0,719.802,281.5941261,42.5963949,2016.0,Transit,277.0,,,15.2071
kepler-1098 b,1.13,,2.543072855,0.0,Kepler-1098,0.852,0.88,5753.0,1049.19,295.502673,43.2326992,2016.0,Transit,1280.0,,-0.34,14.7332
kepler-1099 b,3.11,,2.168452593,0.0,Kepler-1099,1.077,1.109,6153.0,1022.8,288.7499866,48.2771163,2016.0,Transit,1557.0,,0.02,15.1336
kepler-11 b,1.84,,10.30401132,0.0,Kepler-11,0.921,1.046,5657.0,646.346,297.1150949,41.9091092,2010.0,Transit,849.0,,0.0,13.7062
kepler-11 c,3.051,11.14626911,13.02492819,0.0,Kepler-11,0.986,,,646.346,297.1150949,41.9091092,2010.0,Transit,,,,13.7062
kepler-11 d,3.26,,22.68714105,0.0,Kepler-11,0.921,1.046,5657.0,646.346,297.1150949,41.9091092,2010.0,Transit,653.0,,0.0,13.7062
kepler-11 e,3.89,,31.99550624,0.0,Kepler-11,0.921,1.046,5657.0,646.346,297.1150949,41.9091092,2010.0,Transit,582.0,,0.0,13.7062
kepler-11 f,2.43,,46.68641,0.0,Kepler-11,0.984,1.06,5685.0,646.346,297.1150949,41.9091092,2010.0,Transit,514.0,,,13.7062
kepler-11 g,3.4,,118.3786735,0.0,Kepler-11,0.921,1.046,5657.0,646.346,297.1150949,41.9091092,2010.0,Transit,376.0,,0.0,13.7062
kepler-110 b,1.83,,12.691112,,Kepler-110,,1.149,5960.0,586.531,292.9291693,48.6028303,2014.0,Transit,,,,12.902
kepler-110 c,,,31.71981013,,Kepler-110,1.12,1.25797,6032.33,586.531,292.9291693,48.6028303,2014.0,Transit,,,-0.1498,12.902
kepler-1100 b,,,6.4220154843,,Kepler-1100,1.09,1.04134,5949.92,693.618,291.8713535,44.0873907,2016.0,Transit,,,-0.084,13.8225
kepler-1101 b,2.47,,81.3151059,,Kepler-1101,0.94,0.91,5614.0,742.473,294.5693544,45.6711623,2016.0,Transit,,,-0.04,15.0958
kepler-1102 b,3.4,,51.3292,0.0,Kepler-1102,1.04,1.13,6098.0,1246.05,281.3225917,48.0664955,2016.0,Transit,546.0,,,14.9224
kepler-1103 b,2.02,,19.79243,0.0,Kepler-1103,1.13,1.06,6286.0,1331.92,287.3821348,49.4524247,2016.0,Transit,738.0,,,14.0732
kepler-1104 b,1.07,,5.03728015,0.0,Kepler-1104,1.216,1.195,6452.0,530.658,294.4685197,49.3309789,2016.0,Transit,1256.0,,0.0,12.0831
kepler-1105 b,,,4.421566535,,Kepler-1105,0.64,0.663108,4114.0,318.004,281.1117588,42.4549698,2016.0,Transit,,,,15.1422
kepler-1106 b,1.602,,,,Kepler-1106,,1.119,5909.0,1090.7,291.1451576,44.0624715,2016.0,Transit,,,,14.6276
kepler-1107 b,1.236,,0.571038518,,Kepler-1107,0.867,0.776,5137.0,428.798,291.049934,39.141674,2016.0,Transit,,,0.2,14.1282
kepler-1108 b,1.39,,4.510142,0.0,Kepler-1108,0.913,0.81,5554.0,767.701,296.0422962,45.98514,2016.0,Transit,966.0,,,14.9192
kepler-1109 b,,,37.6468519,,Kepler-1109,0.93,1.05454,5380.67,685.087,291.6462654,39.3966122,2016.0,Transit,,,0.0214,14.2665
kepler-111 b,1.82,,3.341802938,,Kepler-111,1.1,1.2,5933.0,657.223,291.653163,44.6882613,2014.0,Transit,,,0.14,13.4192
kepler-111 c,7.52,,224.7782093,0.0,Kepler-111,1.098,1.145,5906.0,657.223,291.653163,44.6882613,2014.0,Transit,323.0,,0.22,13.4192
kepler-1110 b,,,9.69310837,,Kepler-1110,0.76,0.70862,4753.2,726.828,291.8080645,38.6226615,2016.0,Transit,,,-0.1258,15.8872
kepler-1111 b,1.413,,,,Kepler-1111,,0.835,6158.0,841.536,295.4634045,45.8127697,2016.0,Transit,,,,14.7155
kepler-1112 b,,,14.3628180172,,Kepler-1112,1.35,1.45606,6535.76,1671.28,296.9687937,47.7514799,2016.0,Transit,,,0.121,14.5611
kepler-1113 b,2.3,,42.3002,0.0,Kepler-1113,0.91,0.97,5719.0,1073.88,289.4066969,39.338813,2016.0,Transit,518.0,,,14.7828
kepler-1114 b,,,14.97435448,,Kepler-1114,0.94,0.810557,5415.53,418.417,299.2370531,45.8347781,2016.0,Transit,,,-0.1216,13.7579
kepler-1115 b,2.33,,23.5541012,0.0,Kepler-1115,2.335,2.286,9565.0,983.245,294.9917723,40.1443964,2016.0,Transit,1381.0,,0.07,11.8822
kepler-1116 b,2.37,,41.6977827,0.0,Kepler-1116,0.969,0.872,5737.0,1008.57,291.9336573,44.1154992,2016.0,Transit,489.0,,-0.06,15.2352
kepler-1117 b,1.01,,4.79028459,0.0,Kepler-1117,0.902,0.827,5573.0,568.487,292.0847866,49.2374206,2016.0,Transit,964.0,,-0.12,14.1237
kepler-1118 b,2.848,,,,Kepler-1118,,1.06,5411.0,888.325,299.9656619,44.1608805,2016.0,Transit,,,,14.956
kepler-1119 b,1.69,,8.32649,0.0,Kepler-1119,1.03,1.0,6034.0,1757.23,297.0191018,44.3274936,2016.0,Transit,933.0,,,15.0671
kepler-112 b,,,8.408878137,,Kepler-112,0.976,0.981539,5544.25,513.206,296.9811361,43.2097025,2014.0,Transit,,,-0.5221,13.7662
kepler-112 c,2.4,,28.574263,,Kepler-112,,0.841,5544.0,513.206,296.9811361,43.2097025,2014.0,Transit,,,,13.7662
kepler-1120 b,1.51,,2.949029052,0.0,Kepler-1120,0.771,0.807,4983.0,615.231,290.9144516,42.2865522,2016.0,Transit,1028.0,,0.06,15.3045
kepler-1121 b,1.87,,13.15140223,0.0,Kepler-1121,1.287,1.636,6154.0,482.047,297.7865467,47.8861542,2016.0,Transit,1008.0,,0.14,12.017
kepler-1122 b,2.01,,42.1917357,0.0,Kepler-1122,0.951,0.857,5674.0,1230.42,288.2805801,46.3408747,2016.0,Transit,479.0,,-0.06,15.1025
kepler-1123 b,1.69,,4.33946454,0.0,Kepler-1123,0.977,0.894,5602.0,704.323,294.5177291,50.6703927,2016.0,Transit,1028.0,,0.1,14.8069
kepler-1124 b,1.79,,2.852348975,0.0,Kepler-1124,0.482,0.464,3694.0,289.899,286.5942529,37.8912836,2016.0,Transit,631.0,,-0.1,15.9678
kepler-1125 b,,,17.6700291,,Kepler-1125,1.08,1.99916,5926.0,2011.41,295.4812018,40.7319316,2016.0,Transit,,,,14.8766
kepler-1126 b,1.89,,108.593,0.0,Kepler-1126,1.084,0.99,6142.0,635.736,285.691955,45.6893993,2016.0,Transit,398.0,,,14.0207
kepler-1126 c,1.68200004,,199.6679993,,Kepler-1126,0.794,0.921,5678.0,635.736,285.691955,45.6893993,2023.0,Transit,,,-0.4,14.0207
kepler-1127 b,1.58,,5.12330347,0.0,Kepler-1127,0.833,0.762,5510.0,842.459,293.2173563,42.7205846,2016.0,Transit,907.0,,-0.32,15.1325
kepler-1128 b,3.59,,61.6178167,0.0,Kepler-1128,1.019,0.898,5609.0,1083.41,293.063315,39.4034052,2016.0,Transit,423.0,,0.21,15.6861
kepler-1129 b,,,24.3398202,,Kepler-1129,0.99,1.03118,5595.1,1183.88,291.6044965,41.3093275,2016.0,Transit,,,0.1582,15.2572
kepler-1129 c,2.75,,76.5369586,0.0,Kepler-1129,0.975,1.025,6240.0,1183.88,291.6044965,41.3093275,2016.0,Transit,471.0,,-0.38,15.2572
kepler-113 b,1.82,11.7,4.754,,Kepler-113,0.75,0.69,4725.0,262.351,287.9978721,50.9441847,2014.0,Transit,,,0.05,13.4598
kepler-113 c,2.18,8.7,8.92507,,Kepler-113,0.75,0.69,4725.0,262.351,287.9978721,50.9441847,2014.0,Transit,,,0.05,13.4598
kepler-1130 b,0.848,,5.45298175,,Kepler-1130,0.95,0.863,5402.0,249.343,285.207421,45.384333,2016.0,Transit,,,0.18,12.3956
kepler-1130 c,,,3.26662733,,Kepler-1130,0.919,0.8707,5327.0,249.343,285.207421,45.384333,2021.0,Transit,,,0.08,12.3956
kepler-1130 d,0.64,,4.27226421,0.0,Kepler-1130,0.944,0.842,5450.0,249.343,285.207421,45.384333,2021.0,Transit,981.0,,0.1,12.3956
kepler-1131 b,1.44,,3.53232449,0.0,Kepler-1131,1.026,0.937,5957.0,1030.7,295.6514492,49.2612954,2016.0,Transit,1189.0,,-0.08,14.9375
kepler-1132 b,2.361,,,,Kepler-1132,,0.807,5042.0,867.931,286.3675188,48.4238906,2016.0,Transit,,,,15.4722
kepler-1133 b,1.97,,11.55562343,,Kepler-1133,0.93,0.9,5569.0,753.135,293.3224114,42.8674925,2016.0,Transit,,,-0.02,14.8099
kepler-1134 b,2.6,,17.13263989,0.0,Kepler-1134,0.872,0.798,5489.0,944.445,295.5678578,42.4781064,2016.0,Transit,613.0,,-0.16,15.8249
kepler-1135 b,,,76.9592118535,,Kepler-1135,0.98,1.78259,5559.78,1314.64,286.0029904,44.7565551,2016.0,Transit,,,-0.337,14.2953
kepler-1136 b,1.37,,2.361718,0.0,Kepler-1136,0.627,0.598,4485.0,491.406,284.1078441,44.2458047,2016.0,Transit,883.0,,,15.6422
kepler-1137 b,2.9,,23.92113,0.0,Kepler-1137,1.51,1.85,7115.0,921.778,287.1302407,48.665347,2016.0,Transit,990.0,,,12.6907
kepler-1138 b,,,3.1705876036,,Kepler-1138,0.96,0.750918,5499.0,872.328,285.8993164,48.307285,2016.0,Transit,,,,15.3357
kepler-1139 b,,,0.8131690885,,Kepler-1139,0.88,0.875173,5178.83,495.156,287.9455985,39.2305281,2016.0,Transit,,,0.3201,14.1349
kepler-114 b,1.18,,5.188548,0.0,Kepler-114,0.709,0.654,4619.0,259.533,294.121482,48.3497977,2014.0,Transit,722.0,,,13.7125
kepler-114 c,,1.08,8.0413478,,Kepler-114,0.56,0.715,,259.533,294.121482,48.3497977,2013.0,Transit,,,,13.7125
kepler-114 d,2.05,,11.776138457,0.0,Kepler-114,0.56,0.54,3983.0,259.533,294.121482,48.3497977,2013.0,Transit,447.0,,-0.2,13.7125
kepler-1140 b,,,24.08632177,,Kepler-1140,0.78,0.752844,4803.0,656.48,281.6940529,46.946521,2016.0,Transit,,,,15.4527
kepler-1141 b,,,2.3445064256,,Kepler-1141,1.07,1.1411,5908.0,393.642,290.5436836,47.7259073,2016.0,Transit,,,,12.3348
kepler-1142 b,1.16,,18.30216,0.0,Kepler-1142,0.96,0.86,5744.0,1273.51,292.7144796,44.0822816,2016.0,Transit,642.0,,,14.2783
kepler-1143 b,,,2.888904439,,Kepler-1143,0.78,0.696667,4832.0,555.189,287.302772,39.2896399,2016.0,Transit,,,,15.1938
kepler-1143 c,3.6,,210.630591,,Kepler-1143,0.81,0.77,5053.0,555.189,287.302772,39.2896399,2016.0,Transit,,,-0.06,15.1938
kepler-1144 b,1.99,,17.14647302,,Kepler-1144,0.98,0.96,5753.0,1140.57,290.0432936,47.2578857,2016.0,Transit,,,-0.03,14.9125
kepler-1145 b,1.45,,3.97076766,0.0,Kepler-1145,0.732,0.778,5178.0,691.961,295.3081524,43.0444026,2016.0,Transit,957.0,,-0.26,15.4499
kepler-1146 b,1.22,,,,Kepler-1146,,0.708,4811.0,703.038,286.716712,47.425658,2016.0,Transit,,,,15.8497
kepler-1147 b,2.16,,10.62879,0.0,Kepler-1147,1.035,1.02,6059.0,1657.36,292.5474753,41.6429221,2016.0,Transit,871.0,,,15.3564
kepler-1148 b,1.69,,1.104463509,,Kepler-1148,0.81,0.77,5054.0,625.692,290.9536059,45.7195545,2016.0,Transit,,,-0.02,15.2812
kepler-1149 b,,,3.73090026,,Kepler-1149,0.99,1.28305,5604.94,1217.73,294.1891824,45.1515263,2016.0,Transit,,,0.0789,14.9307
kepler-115 b,1.09,,2.403679,,Kepler-115,,1.205,5979.0,623.609,297.7119299,45.261985,2014.0,Transit,,,,13.3925
kepler-115 c,2.5,,8.99088871,,Kepler-115,1.07,1.15,5931.0,623.609,297.7119299,45.261985,2014.0,Transit,,,0.07,13.3925
kepler-1150 b,2.41,,2.787868386,0.0,Kepler-1150,0.952,1.727,4827.0,358.518,296.7244553,49.5326846,2016.0,Transit,1432.0,,0.56,14.4231
kepler-1151 b,,,65.6478598521,,Kepler-1151,0.93,0.784985,5350.63,682.436,292.2477819,47.8784257,2016.0,Transit,,,-0.315,14.8569
kepler-1152 b,1.021,,,,Kepler-1152,,0.606,3809.0,215.233,290.4341483,44.1077802,2016.0,Transit,,,,14.5976
kepler-1153 b,1.51,,1.755846,0.0,Kepler-1153,0.91,0.81,5545.0,1119.49,289.1471849,45.86613,2016.0,Transit,1313.0,,,15.7976
kepler-1154 b,1.67,,5.1856142,0.0,Kepler-1154,1.09,1.022,6163.0,1460.1,297.4771158,39.8772345,2016.0,Transit,1118.0,,-0.08,14.7792
kepler-1154 c,2.424,,,,Kepler-1154,,1.414,6170.0,1460.1,297.4771158,39.8772345,2016.0,Transit,,,,14.7792
kepler-1155 b,,,33.4702599693,,Kepler-1155,,,,1128.72,288.8206058,39.5228712,2016.0,Transit,,,,14.7392
kepler-1156 b,1.32,,11.89520511,,Kepler-1156,1.0,1.0,5778.0,691.331,288.9240901,46.0575865,2016.0,Transit,,,0.02,14.1258
kepler-1157 b,0.96,,4.45743164,0.0,Kepler-1157,0.601,0.612,4487.0,342.144,283.1209268,43.5255701,2016.0,Transit,732.0,,-0.44,14.3769
kepler-1158 b,1.58,,13.53996,0.0,Kepler-1158,1.16,1.31,6367.0,1484.25,292.2339048,41.5751832,2016.0,Transit,940.0,,,13.5744
kepler-1159 b,1.82,,22.70816791,0.0,Kepler-1159,1.063,0.992,6170.0,1213.71,294.266325,45.2042317,2016.0,Transit,677.0,,-0.16,14.5451
kepler-116 b,3.43,,5.968717469,,Kepler-116,1.21,1.43,6187.0,955.168,294.7420605,43.5367842,2014.0,Transit,,,0.04,13.6894
kepler-116 c,,,13.07141889,,Kepler-116,1.23,1.37032,6282.0,955.168,294.7420605,43.5367842,2014.0,Transit,,,,13.6894
kepler-1160 b,1.95,,7.97083,0.0,Kepler-1160,0.974,0.87,5796.0,1077.63,287.8793899,43.3640752,2016.0,Transit,857.0,,,15.8003
kepler-1161 b,1.93,,10.71252541,0.0,Kepler-1161,0.53,0.519,4083.0,547.726,299.0770621,45.4405583,2016.0,Transit,468.0,,-0.5,15.8004
kepler-1162 b,2.22,,32.5637069,0.0,Kepler-1162,0.917,0.834,5575.0,940.211,283.2920273,45.4339813,2016.0,Transit,510.0,,-0.08,15.4855
kepler-1162 c,1.87800002,,59.28409958,,Kepler-1162,0.861,0.859,5225.0,940.211,283.2920273,45.4339813,2023.0,Transit,,,0.14,15.4855
kepler-1163 b,,,6.1178910941,,Kepler-1163,1.219,1.34049,6263.03,478.647,290.235863,50.0300654,2016.0,Transit,,,0.012,12.1183
